MOVIES,YEAR,GENRE,RATING,ONE-LINE,VOTES,RunTime,Gross,Extract_date,owner_company,nr_of_episodes,DIRECTOR,STARS-LIST
 Alguien tiene que morir,(2020),"
Crime, Drama, Thriller            ",6.8,"
Gabino returns to Spain and discovers that all his relatives are waiting for him to marry Cayetana. Meanwhile, in his environment he begins to question his friendship with Lázaro, a Mexican dancer.",204,49.0,,2020-05-05 06:27:44.813719694,Universal Pictures	,21.0,"Director:
Manolo Caro",
 Alguien tiene que morir,(2020),"
Crime, Drama, Thriller            ",7.1,"
Rumors about the alleged relationship between Gabino and Lázaro, fueled by a spiteful Cayetana, are red hot. Mina tries to help them escape.",178,48.0,,2020-05-05 06:53:26.150206978,Marvel Studios,7.0,"Director:
Manolo Caro",
 Alguien tiene que morir,(2020),"
Crime, Drama, Thriller            ",6.5,"
Amparo and Gregorio resort to extreme measures to silence the scandal, but the revelation of long-hidden secrets has always been a discord between the Falcon family.",181,52.0,,2020-05-05 07:19:07.486694264,   Walt Disney Pictures	,1.0,"Director:
Manolo Caro",
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",7.8,"
Shadow Weaver appears in Bright Moon, refusing to speak to anyone but Adora. As Catra awaits punishment, Entrapta pushes Hordak on the portal project.",935,24.0,,2020-05-05 07:44:48.823181550, Legendary Entertainment	,83.0,"Directors:
Roy Burdine, 
Steve Cooper",
 Leila,(2019– ),"
Drama, Sci-Fi            ",5.0,"
Imprisoned in an Aryavarta purity camp after her family is attacked, Shalini plays by the rules, hoping to be released and reunited with her daughter",288,53.0,,2020-05-05 08:10:30.159668836,Universal Pictures	,78.0,"Director:
Deepa Mehta",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",7.8,"
Add a Plot
",17,,,2020-05-05 08:36:11.496156122,Relativity Media,27.0,"Director:
Iñaki Peñafiel",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",7.8,"
Add a Plot
",15,,,2020-05-05 09:01:52.832643406,Relativity Media,44.0,"Director:
Iñaki Peñafiel",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.0,"
Add a Plot
",16,,,2020-05-05 09:27:34.169130692,   Walt Disney Pictures	,141.0,"Director:
Alberto Ruiz Rojo",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",7.8,"
Add a Plot
",14,,,2020-05-05 09:53:15.505617978,  Paramount Pictures,124.0,"Directors:
Fernando Bassi, 
Alberto Ruiz Rojo",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.0,"
Add a Plot
",12,,,2020-05-05 10:18:56.842105264,  Columbia Pictures	,13.0,"Director:
Miguel Alcantud",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.2,"
Add a Plot
",12,,,2020-05-05 10:44:38.178592550, Legendary Entertainment	,66.0,"Director:
Miguel Alcantud",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.4,"
Add a Plot
",12,,,2020-05-05 11:10:19.515079834,    RatPac-Dune Entertainment	,56.0,"Director:
Marco A. Castillo",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.2,"
Add a Plot
",12,,,2020-05-05 11:36:00.851567120,Relativity Media,138.0,"Director:
Marco A. Castillo",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.1,"
Add a Plot
",11,,,2020-05-05 12:01:42.188054406,   Walt Disney Pictures	,82.0,"Director:
Fernando Bassi",
 Brigada Costa del Sol,(2019),"
Action, Adventure, Drama            ",8.0,"
Add a Plot
",10,,,2020-05-05 12:27:23.524541692,Universal Pictures	,6.0,"Director:
Fernando Bassi",
 Stateless,(2020),"
Drama            ",7.8,"
Four strangers' lives collide at an immigration detention centre; a woman escaping a cult, a refugee fleeing persecution, a father escaping a dead-end job and a bureaucrat on the verge of a national scandal.",384,,,2020-05-05 12:53:04.861028978, Legendary Entertainment	,2.0,"Director:
Emma Freeman",
 Stateless,(2020),"
Drama            ",8.0,"
Ambitious bureaucrat Clare Kowitz arrives at Barton as the new General Manager and is struck by the extent of the facility's dysfunction. Ameer finally makes it to Australia only to discover tragic news awaits him.",322,,,2020-05-05 13:18:46.197516264,	Warner Bros.  ,95.0,"Director:
Emma Freeman",
 Stateless,(2020),"
Drama            ",8.1,"
Clare's relentless hunt for the leak in Barton pays off, while Cam wrestles with his conscience over the beaten detainee. Sofie uncovers an ambitious escape plan, and Mina tries to support her grief-stricken father.",298,,,2020-05-05 13:44:27.534003548,20th Century Fox	,61.0,"Director:
Emma Freeman",
 Stateless,(2020),"
Drama            ",8.2,"
A peaceful protest turns chaotic as detainees break out of Barton and Clare struggles with the fallout. Cam discovers Janice is harbouring the escapees and Ameer tries to keep the secret of how he made it to Australia.",295,,,2020-05-05 14:10:08.870490834,Relativity Media,88.0,"Director:
Jocelyn Moorhouse",
 Stateless,(2020),"
Drama            ",8.3,"
Tensions run high as Clare struggles to keep control of Barton. Sofie's mental health deteriorates as the memory of what Gordon did to her is resurrected. Ameer's lies come undone, putting his visa chances in severe jeopardy.",292,,,2020-05-05 14:35:50.206978120,  Paramount Pictures,8.0,"Director:
Jocelyn Moorhouse",
 Stateless,(2020),"
Drama            ",8.5,"
Margot makes an important discovery that leads her to believe Sofie is imprisoned at Barton. Clare cuts a deal with Ameer that will change his and Mina's futures. Cam faces the repercussions of his past decisions. (Final)",310,,,2020-05-05 15:01:31.543465406,Universal Pictures	,36.0,"Director:
Jocelyn Moorhouse",
 The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",7.8,"
Michael and Jason hatch a plan. Eleanor learns firsthand the difficulties of running the neighborhood.","1,548",22.0,,2020-05-05 15:27:12.879952692,   Walt Disney Pictures	,118.0,"Director:
Beth McCarthy-Miller",
 The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",7.8,"
Eleanor, Michael, Janet and Tahani have their hands full when the new residents begin to show their true colors. Jason receives some unsettling news.","1,633",22.0,,2020-05-05 15:52:54.216439976,   Walt Disney Pictures	,61.0,"Director:
Drew Goddard",
 The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",7.5,"
Michael and Eleanor discover something troubling and turn to an unusual source for help; Tahani lends her expertise to assist with one of the new residents.","1,599",22.0,,2020-05-05 16:18:35.552927262,  Paramount Pictures,143.0,"Director:
Anya Adams",
 The Good Place,(2016–2020),"
Comedy, Drama, Fantasy            ",8.1,"
Uncertainty abounds when an unexpected visitor arrives.","1,642",22.0,,2020-05-05 16:44:16.889414548,Universal Pictures	,23.0,"Director:
Morgan Sackett",
 Anne,(2017–2019),"
Drama, Family            ",9.2,"
The students sit for the Queens entrance exams.","1,524",44.0,,2020-05-05 17:09:58.225901834,Relativity Media,87.0,"Director:
Amanda Tapping",
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.3,"
Mercenary Transformers come upon the Ark adrift in space. As unlikely allies arrive to rescue the imprisoned Autobots, Megatron reveals Project Nemesis.",114,25.0,,2020-05-05 17:35:39.562389120,20th Century Fox	,108.0,"Directors:
Takashi Kamei, 
Kazuma Shimizu",
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.3,"
The Autobots locate the Allspark, but a deserted space station and its lone occupant stand in the way. The Decepticons catch up with the Ark.",105,24.0,,2020-05-05 18:01:20.898876406,Universal Pictures	,67.0,"Directors:
Takashi Kamei, 
Koji",
 Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.6,"
Megatron faces a life-or-death situation. As the Autobots and Decepticons work together to fight against Scorponok, Starscream tries to seize power.",111,24.0,,2020-05-05 18:27:02.235363690,   Walt Disney Pictures	,67.0,"Directors:
Takashi Kamei, 
Kazuma Shimizu",
 White Lines,(2020),"
Crime, Drama, Mystery            ",6.7,"
The discovery of a body believed to be her brother leads Zoe Walker to Ibiza, where she reconnects with his old friend Marcus, a DJ and drug dealer.",523,,,2020-05-05 18:52:43.571850976,    RatPac-Dune Entertainment	,33.0,"Director:
Nick Hamm",
 Luna Nera,(2020– ),"
Drama, Fantasy, Thriller            ",4.9,"
Teenage Ade has a dark premonition while helping her grandmother deliver a baby. The two are accused of witchcraft and one is sentenced to death.",173,46.0,,2020-05-05 19:18:24.908338262,Universal Pictures	,134.0,,"Stars:
Antonia Fotaras, 
Daniele Amendola, 
Marilena Anniballi, 
Gaetano Aronica"
 Luna Nera,(2020– ),"
Drama, Fantasy, Thriller            ",4.8,"
While women's voices plague her, Ade struggles with how to respond to Pietro's proposal. Leptis teaches Valente how to use a bow and arrow.",144,43.0,,2020-05-05 19:44:06.244825548,Universal Pictures	,58.0,,"Stars:
Antonia Fotaras, 
Giorgio Belli, 
Paolo Bernardini, 
Gloria Carovana"
 Luna Nera,(2020– ),"
Drama, Fantasy, Thriller            ",4.7,"
While women's voices plague her, Ade struggles with how to respond to Pietro's proposal. Leptis teaches Valente how to use a bow and arrow",128,40.0,,2020-05-05 20:09:47.581312834,Marvel Studios,100.0,,"Stars:
Antonia Fotaras, 
Daniele Amendola, 
Giorgio Belli, 
Gloria Carovana"
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.6,"
The boys make a discovery that sets Adam on Corinne's trail - and dredges up an old secret of his own. Kimberly gives Johanna a lead about Heidi.",893,44.0,,2020-05-05 20:35:28.917800118,Marvel Studios,131.0,"Director:
Hannah Quinn",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.9,"
Adam tells Johanna about his encounter with the stranger. The kids spy on Olivia's house. Martin's appeals finally run out.",879,42.0,,2020-05-05 21:01:10.254287404,20th Century Fox	,145.0,"Director:
Hannah Quinn",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.8,"
A shocking confession sends Adam reeling. Armed with new information, Johanna sets up a meeting - putting Katz in the hot seat.",849,50.0,,2020-05-05 21:26:51.590774690,  Paramount Pictures,38.0,"Director:
Hannah Quinn",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",8.0,"
With help from an unlikely ally, Adam uncovers a startling secret. Backed into a corner, Katz makes a rash decision.",842,42.0,,2020-05-05 21:52:32.927261976,	Warner Bros.  ,120.0,"Director:
Daniel O'Hara",
 The Stranger,(2020),"
Crime, Drama, Mystery            ",7.8,"
A violent confrontation leads to new revelations, and the truth about Corinne's disappearance finally emerges.",927,43.0,,2020-05-05 22:18:14.263749262,Marvel Studios,81.0,"Director:
Daniel O'Hara",
 Leila,(2019– ),"
Drama, Sci-Fi            ",5.2,"
While running from Bhanu and his men, Shalini meets an unlikely companion. As the two head to and reach Unnati, vivid memories replay in Shalini's mind",246,49.0,,2020-05-05 22:43:55.600236546,	Warner Bros.  ,18.0,"Director:
Deepa Mehta",
 Leila,(2019– ),"
Drama, Sci-Fi            ",4.9,"
Hoping to track down a reporter who could help her search for Leila, Shalini makes a risky deal. Secrets emerge about the family she now works for",229,48.0,,2020-05-05 23:09:36.936723832,Relativity Media,70.0,"Director:
Shanker Raman",
 Leila,(2019– ),"
Drama, Sci-Fi            ",5.1,"
Determined to follow a new lead on Leila's whereabouts, Shalini negotiates with Bhanu, who hesitates to trust her but knows she has something he wants",218,41.0,,2020-05-05 23:35:18.273211118,	Warner Bros.  ,131.0,"Director:
Shanker Raman",
 Leila,(2019– ),"
Drama, Sci-Fi            ",5.0,"
After learning of a painful betrayal, Shalini agrees to be a mole at an Aryavarta politician's home in exchange for the rebels' help in locating Leila",227,42.0,,2020-05-06 00:00:59.609698404,20th Century Fox	,96.0,"Director:
Pawan Kumar",
 Leila,(2019– ),"
Drama, Sci-Fi            ",4.9,"
Shalini's surreptitious activities at Rao's house threaten to expose her. On the eve of the Skydome event, Bhanu comes up with an unexpected plan",225,40.0,,2020-05-06 00:26:40.946185690, Legendary Entertainment	,3.0,"Director:
Shanker Raman",
 How to Sell Drugs Online (Fast),(2019– ),"
Comedy, Crime, Drama            ",7.9,"
Lisa lands in trouble with her parents. Moritz reprograms MyTems into an online drug store and tries to make amends to Lenny.",770,29.0,,2020-05-06 00:52:22.282672976,  Paramount Pictures,45.0,"Director:
Lars Montag",
 How to Sell Drugs Online (Fast),(2019– ),"
Comedy, Crime, Drama            ",7.9,"
Business is booming, and Buba wants a piece of the action - but the product is getting bad reviews. Lisa thinks Dan has been ignoring her.",729,28.0,,2020-05-06 01:18:03.619160260,    RatPac-Dune Entertainment	,119.0,"Director:
Lars Montag",
 How to Sell Drugs Online (Fast),(2019– ),"
Comedy, Crime, Drama            ",8.0,"
Moritz's reputation takes a hit. After discovering a troubling email, Lenny confides in a new friend. Jens enlists Moritz to crack a password.",713,28.0,,2020-05-06 01:43:44.955647546,   Walt Disney Pictures	,86.0,"Director:
Arne Feldhusen",
 How to Sell Drugs Online (Fast),(2019– ),"
Comedy, Crime, Drama            ",8.0,"
Lenny sets up the clear web shop while Moritz secretly meets a new supplier in Rotterdam. But the friends don't see eye to eye about their future.",704,24.0,,2020-05-06 02:09:26.292134832,    RatPac-Dune Entertainment	,24.0,"Director:
Arne Feldhusen",
 How to Sell Drugs Online (Fast),(2019– ),"
Comedy, Crime, Drama            ",8.5,"
Things begin to unravel the day after the party, and Moritz is forced to turn to his rival for help. Lisa has a change of heart.",796,28.0,,2020-05-06 02:35:07.628622118,20th Century Fox	,48.0,"Director:
Arne Feldhusen",
 Oktoberfest: Beer & Blood,(2020),"
Drama, History, Thriller            ",6.9,"
Prank's plans for a beer hall and a wealthy suitor of daughter Clara are derided by Munich's elite, but soon only the Hoflingers remain in his way.",125,48.0,,2020-05-06 03:00:48.965109404, Legendary Entertainment	,39.0,"Director:
Hannu Salonen",
 Oktoberfest: Beer & Blood,(2020),"
Drama, History, Thriller            ",6.9,"
The murder of Ignatz Hoflinger shocks Munich but gives Prank an opportunity to seize the victim's festival lot. Roman and Clara awkwardly meet again.",104,48.0,,2020-05-06 03:26:30.301596688,	Warner Bros.  ,76.0,"Director:
Hannu Salonen",
 Unorthodox,(2020),"
Drama            ",7.9,"
Born and raised in a New York Hasidic community, Esty struggles after a fruitless first year of marriage. She runs away to Berlin and finds new freedom.","1,546",53.0,,2020-05-06 03:52:11.638083974,  Paramount Pictures,111.0,"Director:
Maria Schrader",
 Unorthodox,(2020),"
Drama            ",8.1,"
Esty's Berlin friends challenge many of her old beliefs, but also provide a safe space to explore new ways of being. Yanky and Moishe search for Esty.","1,413",53.0,,2020-05-06 04:17:52.974571260, Legendary Entertainment	,85.0,"Director:
Maria Schrader",
 Unorthodox,(2020),"
Drama            ",8.0,"
As Moishe secretly gathers evidence against Esty, she realizes she needs help to audition for the scholarship she desperately needs.","1,330",55.0,,2020-05-06 04:43:34.311058546,	Warner Bros.  ,56.0,"Director:
Maria Schrader",
 Unorthodox,(2020),"
Drama            ",8.3,"
Moishe brutally confronts Esty, sending her running to Leah for help. After Esty has her audition, she and Yanky have it out.","1,377",54.0,,2020-05-06 05:09:15.647545832,   Walt Disney Pictures	,21.0,"Director:
Maria Schrader",
 Alta mar,(2019–2020),"
Crime, Drama, Mystery            ",7.5,"
After The Arrival of Survivals, the Crew continue hunting Eva and Carolina's Father and leading us to new mysteries to uncover.",126,,,2020-05-06 05:34:56.984033118,  Paramount Pictures,5.0,"Director:
Manuel Gómez Pereira",
